idx,sub_1_smiles,sub_2_smiles,product_smiles
0,NCc1ccccc1,O=C(O)C(c1ccccc1)c1ccccc1,O=C(NCc1ccccc1)C(c1ccccc1)c1ccccc1
1,NCc1ccccc1,O=C(O)Cc1ccc(C(F)(F)F)cc1,O=C(Cc1ccc(C(F)(F)F)cc1)NCc1ccccc1
2,C[C@H](N)c1cccc2ccccc12,O=C(O)c1ncccn1,CC(NC(=O)c1ncccn1)c1cccc2ccccc12
3,Cc1ccc(N)c(C)c1,O=C(O)c1ccc2nccnc2c1,Cc1ccc(NC(=O)c2ccc3nccnc3c2)c(C)c1
4,C1CCN(C2CCNCC2)CC1,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)N2CCC(N3CCCCC3)CC2)cc1
5,Cc1ccc2cccc(N)c2n1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,Cc1ccc2cccc(NC(=O)Cc3ccc4c(c3)C(=O)c3ccccc3CO4)c2n1
6,Cc1ccc([N+](=O)[O-])cc1N,O=C(O)c1ccc([N+](=O)[O-])s1,Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc([N+](=O)[O-])s1
7,NCc1ccc(F)cc1,Cc1c(C(=O)O)oc2ccccc12,Cc1c(C(=O)NCc2ccc(F)cc2)oc2ccccc12
8,COc1ccc(N)cc1,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,COc1ccc(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1
9,NCc1ccccc1,N#Cc1ccc(C(=O)O)cc1,N#Cc1ccc(C(=O)NCc2ccccc2)cc1
10,Cc1ccc2cccc(N)c2n1,O=C(O)c1ccc2c(c1)OCCO2,Cc1ccc2cccc(NC(=O)c3ccc4c(c3)OCCO4)c2n1
11,CNc1ccc(OC)cc1,Cc1ccc2cc(C(=O)O)ccc2n1,COc1ccc(N(C)C(=O)c2ccc3nc(C)ccc3c2)cc1
12,Nc1ccc(F)nc1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc(F)nc1
13,CNOC,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)N(C)OC)ccc2c1
14,CC1CCCNC1,O=C(O)Cc1ccc2c(c1)OCO2,CC1CCCN(C(=O)Cc2ccc3c(c2)OCO3)C1
15,NCc1ccc(F)cc1F,O=C(O)c1ccco1,O=C(NCc1ccc(F)cc1F)c1ccco1
16,COc1ccc(CN)cc1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc(CNC(=O)C(C)c2ccc3cc(OC)ccc3c2)cc1
17,COC(=O)c1ccc(N)cc1,CC(NC(=O)OCc1ccccc1)C(=O)O,COC(=O)c1ccc(NC(=O)C(C)NC(=O)OCc2ccccc2)cc1
18,C#Cc1cccc(N)c1,Cc1ccc(C(=O)O)c2ccccc12,C#Cc1cccc(NC(=O)c2ccc(C)c3ccccc23)c1
19,Nc1ccc2c(c1)OCCO2,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc2c(c1)OCCO2
20,CNc1ccc(OC)cc1,O=C(O)c1cc(Cl)cc(Cl)n1,COc1ccc(N(C)C(=O)c2cc(Cl)cc(Cl)n2)cc1
21,Nc1ccc2nccnc2c1,O=C(O)c1cnccn1,O=C(Nc1ccc2nccnc2c1)c1cnccn1
22,CC(=O)c1ccc(N)cc1,O=C(O)c1cc(Cl)cc(Cl)n1,CC(=O)c1ccc(NC(=O)c2cc(Cl)cc(Cl)n2)cc1
23,NC1CCc2ccccc21,O=C(O)COc1ccccc1,O=C(COc1ccccc1)NC1CCc2ccccc21
24,Nc1ccc(F)nc1,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(F)nc1
25,NCc1ccccc1,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)NCc3ccccc3)ccc2n1
26,CNc1ccc(F)cc1,Cc1c(C(=O)O)oc2ccccc12,Cc1c(C(=O)N(C)c2ccc(F)cc2)oc2ccccc12
27,COc1ccc(N)cc1C,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,COc1ccc(NC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)cc1C
28,Cc1cccc(N)c1C,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)Nc2cccc(C)c2C)cc1
29,NCc1ccc(Cl)cc1,O=C(O)C(c1ccccc1)c1ccccc1,O=C(NCc1ccc(Cl)cc1)C(c1ccccc1)c1ccccc1
30,CNc1ccc(OC)cc1,O=C(O)Cc1cc(F)cc(F)c1,COc1ccc(N(C)C(=O)Cc2cc(F)cc(F)c2)cc1
31,CSc1cccc(N)c1,Cc1cc(C(=O)O)cc(Cl)n1,CSc1cccc(NC(=O)c2cc(C)nc(Cl)c2)c1
32,CSc1cccc(N)c1,O=C(O)c1ccc2c(c1)OC(F)(F)O2,CSc1cccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)c1
33,Cc1ccccc1N,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)Nc3ccccc3C)ccc2n1
34,NCc1ccc(F)cc1F,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)NCc2ccc(F)cc2F)cc(Cl)n1
35,NCc1ccc(F)cc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)NCc1ccc(F)cc1)c1ccc(-c2ccccc2)c(F)c1
36,NCc1ccccc1,O=C(O)c1ccc([N+](=O)[O-])cc1,O=C(NCc1ccccc1)c1ccc([N+](=O)[O-])cc1
37,COc1ccc(N)cc1C,Cc1ccc(CC(=O)O)cc1,COc1ccc(NC(=O)Cc2ccc(C)cc2)cc1C
38,COC(=O)c1ccc(N)cc1,O=C(O)c1ncccn1,COC(=O)c1ccc(NC(=O)c2ncccn2)cc1
39,CCCNC,Cc1ccc(CC(=O)O)cc1,CCCN(C)C(=O)Cc1ccc(C)cc1
40,CCCNC,O=C(O)c1cc(Cl)cc(Cl)n1,CCCN(C)C(=O)c1cc(Cl)cc(Cl)n1
41,C#Cc1cccc(N)c1,Cc1ccc(C(=O)O)cc1,C#Cc1cccc(NC(=O)c2ccc(C)cc2)c1
42,C#Cc1cccc(N)c1,CC(NC(=O)OCc1ccccc1)C(=O)O,C#Cc1cccc(NC(=O)C(C)NC(=O)OCc2ccccc2)c1
43,COc1ccc(N)cn1,O=C(O)C1(c2ccccc2)CC1,COc1ccc(NC(=O)C2(c3ccccc3)CC2)cn1
44,NCc1cccc2ccccc12,O=C(O)c1cccc(-c2ccccc2)c1,O=C(NCc1cccc2ccccc12)c1cccc(-c2ccccc2)c1
45,CNOC,COc1ccc(C(=O)O)cc1,COc1ccc(C(=O)N(C)OC)cc1
46,COc1ccc(N)cn1,O=C(O)C1CN(C(=O)OCc2ccccc2)C1,COc1ccc(NC(=O)C2CN(C(=O)OCc3ccccc3)C2)cn1
47,COc1ccc(N)cn1,O=C(O)Cc1ccc2c(c1)OCO2,COc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cn1
48,CNc1ccc(F)cc1,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)N(C)c2ccc(F)cc2)cc1
49,Nc1ccc(Cl)cc1,O=C(O)Cc1ccc(C(F)(F)F)cc1,O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc(Cl)cc1
50,COc1ccc(N)cn1,O=C(O)c1ccc(Br)s1,COc1ccc(NC(=O)c2ccc(Br)s2)cn1
51,COC(=O)c1ccc(N)cc1,O=C(O)c1ccc2c(c1)OC(F)(F)O2,COC(=O)c1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1
52,CC(=O)c1ccc(N)cc1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(=O)c1ccc(NC(=O)C(C)c2ccc(CC3CCCC3=O)cc2)cc1
53,CNc1ccc(OC)cc1,O=C(O)C(c1ccccc1)c1ccccc1,COc1ccc(N(C)C(=O)C(c2ccccc2)c2ccccc2)cc1
54,CCNc1cccc(C)c1,O=C(O)c1ncccn1,CCN(C(=O)c1ncccn1)c1cccc(C)c1
55,NCc1ccc(Cl)cc1,O=C(O)Cc1ccc(C(F)(F)F)cc1,O=C(Cc1ccc(C(F)(F)F)cc1)NCc1ccc(Cl)cc1
56,COc1ccc(N)cn1,Cc1cc(C(=O)O)cc(Cl)n1,COc1ccc(NC(=O)c2cc(C)nc(Cl)c2)cn1
57,NCc1ccc(F)cc1F,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc(F)cc1F
58,C[C@@H](N)c1ccccc1,O=C(O)c1ccc(Br)s1,C[C@@H](NC(=O)c1ccc(Br)s1)c1ccccc1
59,Cc1ccc([N+](=O)[O-])cc1N,O=C(O)c1ccco1,Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccco1
60,CSc1cccc(N)c1,O=C(O)Cc1ccc2c(c1)OCO2,CSc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1
61,COC(=O)c1ccc(N)cc1OC,Cc1ccc(C(=O)O)cc1F,COC(=O)c1ccc(NC(=O)c2ccc(C)c(F)c2)cc1OC
62,CNOC,O=C(O)/C=C/c1ccccc1,CON(C)C(=O)/C=C/c1ccccc1
63,CC(=O)c1ccc(N)cc1,O=C(O)c1ccccc1Cc1ccccc1,CC(=O)c1ccc(NC(=O)c2ccccc2Cc2ccccc2)cc1
64,Nc1ccc2scnc2c1,O=C(O)C(c1ccccc1)c1ccccc1,O=C(Nc1ccc2scnc2c1)C(c1ccccc1)c1ccccc1
65,CCNc1ccccc1,O=C(O)Cc1ccc2c(c1)OCO2,CCN(C(=O)Cc1ccc2c(c1)OCO2)c1ccccc1
66,CCNC(C)C,O=C(O)c1ncccn1,CCN(C(=O)c1ncccn1)C(C)C
67,Cc1ccc2cccc(N)c2n1,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)Nc2cccc3ccc(C)nc23)cc1
68,Cc1ccc(Cl)c(N)c1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc(Cl)c(NC(=O)Cc2ccc3c(c2)OCO3)c1
69,NCc1ccc(Cl)cc1,CC(C)(C(=O)O)c1ccccc1,CC(C)(C(=O)NCc1ccc(Cl)cc1)c1ccccc1
70,CC(C)NC(C)C,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)N(C(C)C)C(C)C)cc1
71,NCc1ccc(F)cc1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)NCc3ccc(F)cc3)ccc2c1
72,Cc1ccc(Cl)c(N)c1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1ccc(Cl)c(NC(=O)c2cc(C)nc(Cl)c2)c1
73,C[C@H](N)c1cccc2ccccc12,O=C(O)Cc1ccc2c(c1)OCO2,CC(NC(=O)Cc1ccc2c(c1)OCO2)c1cccc2ccccc12
74,NCc1ccccc1C(F)(F)F,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)NCc3ccccc3C(F)(F)F)ccc2n1
75,CSc1cccc(N)c1,O=C(O)c1ccc(C(F)(F)F)cn1,CSc1cccc(NC(=O)c2ccc(C(F)(F)F)cn2)c1
76,COc1ccc(N)cc1C,O=C(O)c1cc(Cl)cc(Cl)n1,COc1ccc(NC(=O)c2cc(Cl)cc(Cl)n2)cc1C
77,CCOc1cc(N)ccn1,O=C(O)Cc1ccc2c(c1)OCO2,CCOc1cc(NC(=O)Cc2ccc3c(c2)OCO3)ccn1
78,CCCCN1CCNCC1,Cc1c(C(=O)O)oc2ccccc12,CCCCN1CCN(C(=O)c2oc3ccccc3c2C)CC1
79,CNc1ccc(F)cc1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)N(C)c2ccc(F)cc2)cc(Cl)n1
80,COc1ccc(N)cn1,O=C(O)C1CCC(F)(F)CC1,COc1ccc(NC(=O)C2CCC(F)(F)CC2)cn1
81,CC(=O)c1ccc(N)cc1,O=C(O)Cc1ccc(C(F)(F)F)cc1,CC(=O)c1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1
82,NCc1ccccc1,Cc1cc(C)cc(C(=O)O)c1,Cc1cc(C)cc(C(=O)NCc2ccccc2)c1
83,COc1ccc(N)cn1,Cc1ccc(CC(=O)O)cc1,COc1ccc(NC(=O)Cc2ccc(C)cc2)cn1
84,COc1ccc(CN)cc1,O=C(O)Cc1cc(F)cc(F)c1,COc1ccc(CNC(=O)Cc2cc(F)cc(F)c2)cc1
85,NCc1ccc(Cl)cc1,O=C(O)c1cccc(-c2ccccc2)c1,O=C(NCc1ccc(Cl)cc1)c1cccc(-c2ccccc2)c1
86,CNOC,O=C(O)c1ccncc1Cl,CON(C)C(=O)c1ccncc1Cl
87,NC1CCCCC1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NC1CCCCC1
88,Cn1c(N)nc2ccccc21,O=C(O)c1cnccn1,Cn1c(NC(=O)c2cnccn2)nc2ccccc21
89,CCNc1cccc(C)c1,O=C(O)c1cc(Cl)cc(Cl)n1,CCN(C(=O)c1cc(Cl)cc(Cl)n1)c1cccc(C)c1
90,CCCNC,Cc1cc(C)c(C(=O)O)c(C)c1,CCCN(C)C(=O)c1c(C)cc(C)cc1C
91,COc1ccc(N)cn1,O=C(O)COc1ccccc1,COc1ccc(NC(=O)COc2ccccc2)cn1
92,NCc1ccccc1,CC(C)(C(=O)O)c1ccccc1,CC(C)(C(=O)CNCc1ccccc1)c1ccccc1
93,Cc1ccc(N)cc1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,Cc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1
94,COc1ccc(N)cc1C,CC(C)(C(=O)O)c1ccccc1,COc1ccc(NC(=O)C(C)(C)c2ccccc2)cc1C
95,Cc1ccc2cccc(N)c2n1,O=C(O)c1cc2ccccc2s1,Cc1ccc2cccc(NC(=O)c3cc4ccccc4s3)c2n1
96,NCc1cccc2ccccc12,O=C(O)C1Cc2ccccc2C1,O=C(NCc1cccc2ccccc12)C1Cc2ccccc2C1
97,CC(=O)c1ccc(N)cc1,O=C(O)C1CCCN1C(=O)OCc1ccccc1,CC(=O)c1ccc(NC(=O)C2CCCN2C(=O)OCc2ccccc2)cc1
98,Cn1c(N)nc2ccccc21,O=C(O)C1CC=CCC1,Cn1c(NC(=O)C2CC=CCC2)nc2ccccc21
99,COc1ccc(N)cn1,O=C(O)c1ccc2nccnc2c1,COc1ccc(NC(=O)c2ccc3nccnc3c2)cn1
100,COC(=O)c1cc(F)ccc1N,O=C(O)Cc1ccc(C(F)(F)F)cc1,COC(=O)c1cc(F)ccc1NC(=O)Cc1ccc(C(F)(F)F)cc1
101,COc1ccc(N)cc1,O=C(O)c1cc2ccccc2s1,COc1ccc(NC(=O)c2cc3ccccc3s2)cc1
102,NCc1cccc2ccccc12,O=C(O)c1ncccn1,O=C(NCc1cccc2ccccc12)c1ncccn1
103,COc1ccc(N)cn1,O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,COc1ccc(NC(=O)C2CCN(C(=O)OCc3ccccc3)CC2)cn1
104,NCc1ccc(Cl)cc1,O=C(O)C1Cc2ccccc2C1,O=C(NCc1ccc(Cl)cc1)C1Cc2ccccc2C1
105,NCc1cccc2ccccc12,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)NCc2cccc3ccccc23)cc(Cl)n1
106,COc1ccc(N)cc1,O=C(O)c1ccc(C(F)(F)F)cn1,COc1ccc(NC(=O)c2ccc(C(F)(F)F)cn2)cc1
107,NCc1ccc(F)cc1,Cc1cc(C)c(C(=O)O)c(C)c1,Cc1cc(C)c(C(=O)NCc2ccc(F)cc2)c(C)c1
108,COC(=O)c1ccc(N)cc1OC,O=C(O)Cc1ccc2c(c1)OCO2,COC(=O)c1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1OC
109,NCc1ccc2c(c1)OCO2,O=C(O)Cc1cc(F)cc(F)c1,O=C(Cc1cc(F)cc(F)c1)NCc1ccc2c(c1)OCO2
110,Cn1c(N)nc2ccccc21,O=C(O)c1ccc(F)cn1,Cn1c(NC(=O)c2ccc(F)cn2)nc2ccccc21
111,CNOC,O=C(O)c1ccc([N+](=O)[O-])s1,CON(C)C(=O)c1ccc([N+](=O)[O-])s1
112,COC(=O)c1ccc(N)cc1OC,Cc1c(C(=O)O)oc2ccccc12,COC(=O)c1ccc(NC(=O)c2oc3ccccc3c2C)cc1OC
113,Cc1ccc([N+](=O)[O-])cc1N,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,Cc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2
114,CC(=O)c1ccc(N)cc1,O=C(O)c1c[nH]c2ncccc12,CC(=O)c1ccc(NC(=O)c2c[nH]c3ncccc23)cc1
115,NCc1ccccc1C(F)(F)F,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)NCc2ccccc2C(F)(F)F)cc1
116,NCc1ccc(F)cc1F,O=C(O)C(c1ccccc1)c1ccccc1,O=C(NCc1ccc(F)cc1F)C(c1ccccc1)c1ccccc1
117,COc1ccc(N)cn1,O=C(O)Cc1cc(F)cc(F)c1,COc1ccc(NC(=O)Cc2cc(F)cc(F)c2)cn1
118,NCc1cccc2ccccc12,O=C(O)c1cc2ccccc2s1,O=C(NCc1cccc2ccccc12)c1cc2ccccc2s1
119,CNOC,O=C(O)c1c[nH]c2ncccc12,CON(C)C(=O)c1c[nH]c2ncccc12
120,NCc1ccc2c(c1)OCO2,CC(C)(C(=O)O)c1ccccc1,CC(C)(C(=O)NCc1ccc2c(c1)OCO2)c1ccccc1
121,CCNC(C)C,O=C(O)Cc1ccc2c(c1)OCO2,CCN(C(=O)Cc1ccc2c(c1)OCO2)C(C)C
122,C[C@@H](N)c1ccccc1,O=C(O)c1ccco1,C[C@@H](NC(=O)c1ccco1)c1ccccc1
123,CC(=O)c1ccc(N)cc1,O=C(O)Cc1cc(F)cc(F)c1,CC(=O)c1ccc(NC(=O)Cc2cc(F)cc(F)c2)cc1
124,CCNc1ccccc1,Cc1c(C(=O)O)oc2ccccc12,CCN(C(=O)c1oc2ccccc2c1C)c1ccccc1
125,CCNc1ccccc1,Cc1ccc(CC(=O)O)cc1,CCN(C(=O)Cc1ccc(C)cc1)c1ccccc1
126,Cc1cccc(N)c1C,O=C(O)c1ccc2c(c1)OC(F)(F)O2,Cc1cccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)c1C
127,Cc1ccc2cccc(N)c2n1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,Cc1ccc2cccc(NC(=O)C(C)c3ccc(-c4ccccc4)c(F)c3)c2n1
128,CNOC,Cc1cc(C)c(C(=O)O)c(C)c1,CON(C)C(=O)c1c(C)cc(C)cc1C
129,COc1ccc(N)cc1C,Cc1ccc(C(=O)O)c2ccccc12,COc1ccc(NC(=O)c2ccc(C)c3ccccc23)cc1C
130,C1COCCN1,Cc1c(C(=O)O)oc2ccccc12,Cc1c(C(=O)N2CCOCC2)oc2ccccc12
131,COC(=O)c1ccc(N)cc1OC,Cc1cc(C(=O)O)cc(Cl)n1,COC(=O)c1ccc(NC(=O)c2cc(C)nc(Cl)c2)cc1OC
132,COCCN1CCNCC1,Cc1ccc(CC(=O)O)cc1,COCCN1CCN(C(=O)Cc2ccc(C)cc2)CC1
133,Cc1ccc(N)nc1,O=C(O)c1cc2ccccc2s1,Cc1ccc(NC(=O)c2cc3ccccc3s2)nc1
134,Cc1cccc(N)c1C,Cc1ccc(C(=O)O)cc1F,Cc1ccc(C(=O)Nc2cccc(C)c2C)cc1F
135,COc1ccc(N)cn1,O=C(O)C1CCCN1C(=O)OCc1ccccc1,COc1ccc(NC(=O)C2CCCN2C(=O)OCc2ccccc2)cn1
136,NCc1ccc2c(c1)OCO2,O=C(O)c1ccc(C(F)(F)F)cn1,O=C(NCc1ccc2c(c1)OCO2)c1ccc(C(F)(F)F)cn1
137,CNOC,O=C(O)c1cc2ccccc2s1,CON(C)C(=O)c1cc2ccccc2s1
138,CC1COCCN1,COc1ccc(C(=O)O)cc1,COc1ccc(C(=O)N2CCOCC2C)cc1
139,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,Cc1cn(-c2cc(NC(=O)Cc3ccc4c(c3)C(=O)c3ccccc3CO4)cc(C(F)(F)F)c2)cn1
140,COc1ccc(N)cc1,O=C(O)c1cnccn1,COc1ccc(NC(=O)c2cnccn2)cc1
141,Cc1ccc2cccc(N)c2n1,O=C(O)c1cc(Cl)cc(Cl)n1,Cc1ccc2cccc(NC(=O)c3cc(Cl)cc(Cl)n3)c2n1
142,COc1ccc(N)cn1,Cc1c(C(=O)O)oc2ccccc12,COc1ccc(NC(=O)c2oc3ccccc3c2C)cn1
143,C#Cc1cccc(N)c1,Cc1cc(C(=O)O)cc(Cl)n1,C#Cc1cccc(NC(=O)c2cc(C)nc(Cl)c2)c1
144,C[C@@H](N)c1ccccc1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)N[C@H](C)c2ccccc2)cc(Cl)n1
145,CCCNC,O=C(O)C(c1ccccc1)c1ccccc1,CCCN(C)C(=O)C(c1ccccc1)c1ccccc1
146,NCc1cccc2ccccc12,O=C(O)/C=C/c1ccccc1,O=C(/C=C/c1ccccc1)NCc1cccc2ccccc12
